Business Unit,Operating Unit,Account,Product,Sub-Product,Book Code,Affliate,Project ID,Class,Currency,Amount,ADB Date,Accounting Date,Trade Ref,Narrative,Operating Unit Affliate,Acctg Reason Code,Relation ID,Reversal,IntraDay,Source, Trade Group ID,Client Code,Client Name,Doc Seq Number
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,6.99,04/03/2019,04/03/2019,MCHLE853186,LE853186_20190403_188,   ,GL,  ,   ,N,MID, , , ,411
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-6.99,04/03/2019,04/03/2019,MCHLE853186,LE853186_20190403_188,   ,GL,  ,   ,N,MID, , , ,412
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,4.87,04/03/2019,04/03/2019,MCHLE853195,LE853195_20190403_189,   ,GL,  ,   ,N,MID, , , ,413
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-4.87,04/03/2019,04/03/2019,MCHLE853195,LE853195_20190403_189,   ,GL,  ,   ,N,MID, , , ,414
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,11.8,04/03/2019,04/03/2019,MCHLE853206,LE853206_20190403_190,   ,GL,  ,   ,N,MID, , , ,415
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-11.8,04/03/2019,04/03/2019,MCHLE853206,LE853206_20190403_190,   ,GL,  ,   ,N,MID, , , ,416
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,18.78,04/03/2019,04/03/2019,MCHLE853207,LE853207_20190403_191,   ,GL,  ,   ,N,MID, , , ,417
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-18.78,04/03/2019,04/03/2019,MCHLE853207,LE853207_20190403_191,   ,GL,  ,   ,N,MID, , , ,418
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,5.55,04/03/2019,04/03/2019,MCHLE853225,LE853225_20190403_192,   ,GL,  ,   ,N,MID, , , ,419
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-5.55,04/03/2019,04/03/2019,MCHLE853225,LE853225_20190403_192,   ,GL,  ,   ,N,MID, , , ,420
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,22.2,04/03/2019,04/03/2019,MCHLE853226,LE853226_20190403_193,   ,GL,  ,   ,N,MID, , , ,421
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-22.2,04/03/2019,04/03/2019,MCHLE853226,LE853226_20190403_193,   ,GL,  ,   ,N,MID, , , ,422
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,6.24,04/03/2019,04/03/2019,MCHLE853227,LE853227_20190403_194,   ,GL,  ,   ,N,MID, , , ,423
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-6.24,04/03/2019,04/03/2019,MCHLE853227,LE853227_20190403_194,   ,GL,  ,   ,N,MID, , , ,424
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,10.17,04/03/2019,04/03/2019,MCHLE853228,LE853228_20190403_195,   ,GL,  ,   ,N,MID, , , ,425
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-10.17,04/03/2019,04/03/2019,MCHLE853228,LE853228_20190403_195,   ,GL,  ,   ,N,MID, , , ,426
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,19.74,04/03/2019,04/03/2019,MCHLE853235,LE853235_20190403_196,   ,GL,  ,   ,N,MID, , , ,427
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-19.74,04/03/2019,04/03/2019,MCHLE853235,LE853235_20190403_196,   ,GL,  ,   ,N,MID, , , ,428
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,7.27,04/03/2019,04/03/2019,MCHLE853245,LE853245_20190403_197,   ,GL,  ,   ,N,MID, , , ,429
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-7.27,04/03/2019,04/03/2019,MCHLE853245,LE853245_20190403_197,   ,GL,  ,   ,N,MID, , , ,430
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,21.22,04/03/2019,04/03/2019,MCHLE853209,LE853209_20190403_198,   ,GL,  ,   ,N,MID, , , ,431
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-21.22,04/03/2019,04/03/2019,MCHLE853209,LE853209_20190403_198,   ,GL,  ,   ,N,MID, , , ,432
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,36.1,04/03/2019,04/03/2019,MCHLE853210,LE853210_20190403_199,   ,GL,  ,   ,N,MID, , , ,433
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-36.1,04/03/2019,04/03/2019,MCHLE853210,LE853210_20190403_199,   ,GL,  ,   ,N,MID, , , ,434
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,23.71,04/03/2019,04/03/2019,MCHLE853211,LE853211_20190403_200,   ,GL,  ,   ,N,MID, , , ,435
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-23.71,04/03/2019,04/03/2019,MCHLE853211,LE853211_20190403_200,   ,GL,  ,   ,N,MID, , , ,436
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,8.88,04/03/2019,04/03/2019,MCHLE853216,LE853216_20190403_201,   ,GL,  ,   ,N,MID, , , ,437
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-8.88,04/03/2019,04/03/2019,MCHLE853216,LE853216_20190403_201,   ,GL,  ,   ,N,MID, , , ,438
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,2.0,04/03/2019,04/03/2019,MCHLE853220,LE853220_20190403_202,   ,GL,  ,   ,N,MID, , , ,439
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-2.0,04/03/2019,04/03/2019,MCHLE853220,LE853220_20190403_202,   ,GL,  ,   ,N,MID, , , ,440
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,2.95,04/03/2019,04/03/2019,MCHLE853222,LE853222_20190403_203,   ,GL,  ,   ,N,MID, , , ,441
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-2.95,04/03/2019,04/03/2019,MCHLE853222,LE853222_20190403_203,   ,GL,  ,   ,N,MID, , , ,442
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,15.78,04/03/2019,04/03/2019,MCHLE853223,LE853223_20190403_204,   ,GL,  ,   ,N,MID, , , ,443
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-15.78,04/03/2019,04/03/2019,MCHLE853223,LE853223_20190403_204,   ,GL,  ,   ,N,MID, , , ,444
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,1.38,04/03/2019,04/03/2019,MCHLE853229,LE853229_20190403_205,   ,GL,  ,   ,N,MID, , , ,445
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-1.38,04/03/2019,04/03/2019,MCHLE853229,LE853229_20190403_205,   ,GL,  ,   ,N,MID, , , ,446
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,2.41,04/03/2019,04/03/2019,MCHLE853231,LE853231_20190403_206,   ,GL,  ,   ,N,MID, , , ,447
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-2.41,04/03/2019,04/03/2019,MCHLE853231,LE853231_20190403_206,   ,GL,  ,   ,N,MID, , , ,448
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,9.41,04/03/2019,04/03/2019,MCHLE853241,LE853241_20190403_207,   ,GL,  ,   ,N,MID, , , ,449
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-9.41,04/03/2019,04/03/2019,MCHLE853241,LE853241_20190403_207,   ,GL,  ,   ,N,MID, , , ,450
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,16.34,04/03/2019,04/03/2019,MCHLE853247,LE853247_20190403_208,   ,GL,  ,   ,N,MID, , , ,451
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-16.34,04/03/2019,04/03/2019,MCHLE853247,LE853247_20190403_208,   ,GL,  ,   ,N,MID, , , ,452
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,1477.99,04/03/2019,04/03/2019,MCHLE853176,LE853176_20190403_209,   ,GL,  ,   ,N,MID, , , ,453
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-1477.99,04/03/2019,04/03/2019,MCHLE853176,LE853176_20190403_209,   ,GL,  ,   ,N,MID, , , ,454
CN002,AS00X08F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,801.73,04/03/2019,04/03/2019,MCHLE853268,LE853268_20190403_210,   ,GL,  ,   ,N,MID, , , ,455
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-801.73,04/03/2019,04/03/2019,MCHLE853268,LE853268_20190403_210,   ,GL,  ,   ,N,MID, , , ,456
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,6.97,04/03/2019,04/03/2019,MCHLE853242,LE853242_20190403_211,   ,GL,  ,   ,N,MID, , , ,457
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-6.97,04/03/2019,04/03/2019,MCHLE853242,LE853242_20190403_211,   ,GL,  ,   ,N,MID, , , ,458
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,15.2,04/03/2019,04/03/2019,MCHLE852341,LE852341_20190403_212,   ,GL,  ,   ,N,MID, , , ,459
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-15.2,04/03/2019,04/03/2019,MCHLE852341,LE852341_20190403_212,   ,GL,  ,   ,N,MID, , , ,460
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,33.27,04/03/2019,04/03/2019,MCHLE852551,LE852551_20190403_213,   ,GL,  ,   ,N,MID, , , ,461
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-33.27,04/03/2019,04/03/2019,MCHLE852551,LE852551_20190403_213,   ,GL,  ,   ,N,MID, , , ,462
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,49.29,04/03/2019,04/03/2019,MCHLE852556,LE852556_20190403_214,   ,GL,  ,   ,N,MID, , , ,463
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-49.29,04/03/2019,04/03/2019,MCHLE852556,LE852556_20190403_214,   ,GL,  ,   ,N,MID, , , ,464
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,21.2,04/03/2019,04/03/2019,MCHLE852565,LE852565_20190403_215,   ,GL,  ,   ,N,MID, , , ,465
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-21.2,04/03/2019,04/03/2019,MCHLE852565,LE852565_20190403_215,   ,GL,  ,   ,N,MID, , , ,466
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,62.35,04/03/2019,04/03/2019,MCHLE852569,LE852569_20190403_216,   ,GL,  ,   ,N,MID, , , ,467
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-62.35,04/03/2019,04/03/2019,MCHLE852569,LE852569_20190403_216,   ,GL,  ,   ,N,MID, , , ,468
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,40.67,04/03/2019,04/03/2019,MCHLE852585,LE852585_20190403_217,   ,GL,  ,   ,N,MID, , , ,469
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-40.67,04/03/2019,04/03/2019,MCHLE852585,LE852585_20190403_217,   ,GL,  ,   ,N,MID, , , ,470
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,71.89,04/03/2019,04/03/2019,MCHLE852729,LE852729_20190403_218,   ,GL,  ,   ,N,MID, , , ,471
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-71.89,04/03/2019,04/03/2019,MCHLE852729,LE852729_20190403_218,   ,GL,  ,   ,N,MID, , , ,472
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,40.91,04/03/2019,04/03/2019,MCHLE852835,LE852835_20190403_219,   ,GL,  ,   ,N,MID, , , ,473
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-40.91,04/03/2019,04/03/2019,MCHLE852835,LE852835_20190403_219,   ,GL,  ,   ,N,MID, , , ,474
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,137.71,04/03/2019,04/03/2019,MCHLE852886,LE852886_20190403_220,   ,GL,  ,   ,N,MID, , , ,475
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-137.71,04/03/2019,04/03/2019,MCHLE852886,LE852886_20190403_220,   ,GL,  ,   ,N,MID, , , ,476
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,219.29,04/03/2019,04/03/2019,MCHLE852897,LE852897_20190403_221,   ,GL,  ,   ,N,MID, , , ,477
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-219.29,04/03/2019,04/03/2019,MCHLE852897,LE852897_20190403_221,   ,GL,  ,   ,N,MID, , , ,478
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,254.37,04/03/2019,04/03/2019,MCHLE852899,LE852899_20190403_222,   ,GL,  ,   ,N,MID, , , ,479
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-254.37,04/03/2019,04/03/2019,MCHLE852899,LE852899_20190403_222,   ,GL,  ,   ,N,MID, , , ,480
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,197.3,04/03/2019,04/03/2019,MCHLE852900,LE852900_20190403_223,   ,GL,  ,   ,N,MID, , , ,481
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-197.3,04/03/2019,04/03/2019,MCHLE852900,LE852900_20190403_223,   ,GL,  ,   ,N,MID, , , ,482
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,64.7,04/03/2019,04/03/2019,MCHLE852921,LE852921_20190403_224,   ,GL,  ,   ,N,MID, , , ,483
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-64.7,04/03/2019,04/03/2019,MCHLE852921,LE852921_20190403_224,   ,GL,  ,   ,N,MID, , , ,484
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,68.81,04/03/2019,04/03/2019,MCHLE852984,LE852984_20190403_225,   ,GL,  ,   ,N,MID, , , ,485
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-68.81,04/03/2019,04/03/2019,MCHLE852984,LE852984_20190403_225,   ,GL,  ,   ,N,MID, , , ,486
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,83.99,04/03/2019,04/03/2019,MCHLE852999,LE852999_20190403_226,   ,GL,  ,   ,N,MID, , , ,487
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-83.99,04/03/2019,04/03/2019,MCHLE852999,LE852999_20190403_226,   ,GL,  ,   ,N,MID, , , ,488
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,198.7,04/03/2019,04/03/2019,MCHLE853016,LE853016_20190403_227,   ,GL,  ,   ,N,MID, , , ,489
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-198.7,04/03/2019,04/03/2019,MCHLE853016,LE853016_20190403_227,   ,GL,  ,   ,N,MID, , , ,490
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,57.73,04/03/2019,04/03/2019,MCHLE853034,LE853034_20190403_228,   ,GL,  ,   ,N,MID, , , ,491
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-57.73,04/03/2019,04/03/2019,MCHLE853034,LE853034_20190403_228,   ,GL,  ,   ,N,MID, , , ,492
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,2.05,04/03/2019,04/03/2019,MCHLE852330,LE852330_20190403_229,   ,GL,  ,   ,N,MID, , , ,493
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-2.05,04/03/2019,04/03/2019,MCHLE852330,LE852330_20190403_229,   ,GL,  ,   ,N,MID, , , ,494
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,5.75,04/03/2019,04/03/2019,MCHLE852348,LE852348_20190403_230,   ,GL,  ,   ,N,MID, , , ,495
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-5.75,04/03/2019,04/03/2019,MCHLE852348,LE852348_20190403_230,   ,GL,  ,   ,N,MID, , , ,496
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,1.48,04/03/2019,04/03/2019,MCHLE852381,LE852381_20190403_231,   ,GL,  ,   ,N,MID, , , ,497
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-1.48,04/03/2019,04/03/2019,MCHLE852381,LE852381_20190403_231,   ,GL,  ,   ,N,MID, , , ,498
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,0.82,04/03/2019,04/03/2019,MCHLE852407,LE852407_20190403_232,   ,GL,  ,   ,N,MID, , , ,499
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-0.82,04/03/2019,04/03/2019,MCHLE852407,LE852407_20190403_232,   ,GL,  ,   ,N,MID, , , ,500
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,1.61,04/03/2019,04/03/2019,MCHLE852431,LE852431_20190403_233,   ,GL,  ,   ,N,MID, , , ,501
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-1.61,04/03/2019,04/03/2019,MCHLE852431,LE852431_20190403_233,   ,GL,  ,   ,N,MID, , , ,502
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,1.4,04/03/2019,04/03/2019,MCHLE852443,LE852443_20190403_234,   ,GL,  ,   ,N,MID, , , ,503
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-1.4,04/03/2019,04/03/2019,MCHLE852443,LE852443_20190403_234,   ,GL,  ,   ,N,MID, , , ,504
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,3.45,04/03/2019,04/03/2019,MCHLE852476,LE852476_20190403_235,   ,GL,  ,   ,N,MID, , , ,505
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-3.45,04/03/2019,04/03/2019,MCHLE852476,LE852476_20190403_235,   ,GL,  ,   ,N,MID, , , ,506
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,3.78,04/03/2019,04/03/2019,MCHLE852479,LE852479_20190403_236,   ,GL,  ,   ,N,MID, , , ,507
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-3.78,04/03/2019,04/03/2019,MCHLE852479,LE852479_20190403_236,   ,GL,  ,   ,N,MID, , , ,508
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,4.6,04/03/2019,04/03/2019,MCHLE852486,LE852486_20190403_237,   ,GL,  ,   ,N,MID, , , ,509
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-4.6,04/03/2019,04/03/2019,MCHLE852486,LE852486_20190403_237,   ,GL,  ,   ,N,MID, , , ,510
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,0.27,04/03/2019,04/03/2019,MCHLE852490,LE852490_20190403_238,   ,GL,  ,   ,N,MID, , , ,511
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-0.27,04/03/2019,04/03/2019,MCHLE852490,LE852490_20190403_238,   ,GL,  ,   ,N,MID, , , ,512
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,1.35,04/03/2019,04/03/2019,MCHLE852496,LE852496_20190403_239,   ,GL,  ,   ,N,MID, , , ,513
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-1.35,04/03/2019,04/03/2019,MCHLE852496,LE852496_20190403_239,   ,GL,  ,   ,N,MID, , , ,514
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,0.43,04/03/2019,04/03/2019,MCHLE852510,LE852510_20190403_240,   ,GL,  ,   ,N,MID, , , ,515
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-0.43,04/03/2019,04/03/2019,MCHLE852510,LE852510_20190403_240,   ,GL,  ,   ,N,MID, , , ,516
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,2.71,04/03/2019,04/03/2019,MCHLE852513,LE852513_20190403_241,   ,GL,  ,   ,N,MID, , , ,517
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-2.71,04/03/2019,04/03/2019,MCHLE852513,LE852513_20190403_241,   ,GL,  ,   ,N,MID, , , ,518
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,4.19,04/03/2019,04/03/2019,MCHLE852526,LE852526_20190403_242,   ,GL,  ,   ,N,MID, , , ,519
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-4.19,04/03/2019,04/03/2019,MCHLE852526,LE852526_20190403_242,   ,GL,  ,   ,N,MID, , , ,520
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,5.18,04/03/2019,04/03/2019,MCHLE852532,LE852532_20190403_243,   ,GL,  ,   ,N,MID, , , ,521
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-5.18,04/03/2019,04/03/2019,MCHLE852532,LE852532_20190403_243,   ,GL,  ,   ,N,MID, , , ,522
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,16.43,04/03/2019,04/03/2019,MCHLE852735,LE852735_20190403_244,   ,GL,  ,   ,N,MID, , , ,523
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-16.43,04/03/2019,04/03/2019,MCHLE852735,LE852735_20190403_244,   ,GL,  ,   ,N,MID, , , ,524
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,55.21,04/03/2019,04/03/2019,MCHLE852825,LE852825_20190403_245,   ,GL,  ,   ,N,MID, , , ,525
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-55.21,04/03/2019,04/03/2019,MCHLE852825,LE852825_20190403_245,   ,GL,  ,   ,N,MID, , , ,526
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,10.93,04/03/2019,04/03/2019,MCHLE852874,LE852874_20190403_246,   ,GL,  ,   ,N,MID, , , ,527
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-10.93,04/03/2019,04/03/2019,MCHLE852874,LE852874_20190403_246,   ,GL,  ,   ,N,MID, , , ,528
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,7.18,04/03/2019,04/03/2019,MCHLE852887,LE852887_20190403_247,   ,GL,  ,   ,N,MID, , , ,529
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-7.18,04/03/2019,04/03/2019,MCHLE852887,LE852887_20190403_247,   ,GL,  ,   ,N,MID, , , ,530
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,20.16,04/03/2019,04/03/2019,MCHLE852898,LE852898_20190403_248,   ,GL,  ,   ,N,MID, , , ,531
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-20.16,04/03/2019,04/03/2019,MCHLE852898,LE852898_20190403_248,   ,GL,  ,   ,N,MID, , , ,532
CN002,AS00X74F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,10.26,04/03/2019,04/03/2019,MCHLE852901,LE852901_20190403_249,   ,GL,  ,   ,N,MID, , , ,533
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-10.26,04/03/2019,04/03/2019,MCHLE852901,LE852901_20190403_249,   ,GL,  ,   ,N,MID, , , ,534
CN002,AS00X13F,4200050000,SLAF,   ,B,   ,   ,   ,RMB,22.41,04/03/2019,04/03/2019,MCHLE700031,LE700031_20190403_252,   ,GL,  ,   ,N,MID, , , ,535
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-22.41,04/03/2019,04/03/2019,MCHLE700031,LE700031_20190403_252,   ,GL,  ,   ,N,MID, , , ,536
CN002,AS00X13F,4200050000,SLAF,   ,B,   ,   ,   ,RMB,30.4,04/03/2019,04/03/2019,MCHLE800742,LE800742_20190403_253,   ,GL,  ,   ,N,MID, , , ,537
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-30.4,04/03/2019,04/03/2019,MCHLE800742,LE800742_20190403_253,   ,GL,  ,   ,N,MID, , , ,538
CN002,AS00X13F,4200050000,SLAF,   ,B,   ,   ,   ,RMB,25.04,04/03/2019,04/03/2019,MCHLE800750,LE800750_20190403_254,   ,GL,  ,   ,N,MID, , , ,539
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-25.04,04/03/2019,04/03/2019,MCHLE800750,LE800750_20190403_254,   ,GL,  ,   ,N,MID, , , ,540
CN002,AS00X13F,4200050000,SLAF,   ,B,   ,   ,   ,RMB,44.1,04/03/2019,04/03/2019,MCHLE800754,LE800754_20190403_255,   ,GL,  ,   ,N,MID, , , ,541
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-44.1,04/03/2019,04/03/2019,MCHLE800754,LE800754_20190403_255,   ,GL,  ,   ,N,MID, , , ,542
CN002,AS00X13F,4200050000,SLAF,   ,B,   ,   ,   ,RMB,79.54,04/03/2019,04/03/2019,MCHLE800767,LE800767_20190403_256,   ,GL,  ,   ,N,MID, , , ,543
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-79.54,04/03/2019,04/03/2019,MCHLE800767,LE800767_20190403_256,   ,GL,  ,   ,N,MID, , , ,544
CN002,AS00X13F,4200050000,SLAF,   ,B,   ,   ,   ,RMB,32.83,04/03/2019,04/03/2019,MCHLE700032,LE700032_20190403_257,   ,GL,  ,   ,N,MID, , , ,545
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-32.83,04/03/2019,04/03/2019,MCHLE700032,LE700032_20190403_257,   ,GL,  ,   ,N,MID, , , ,546
CN002,AS00X13F,4200050000,SLAF,   ,B,   ,   ,   ,RMB,19.7,04/03/2019,04/03/2019,MCHLE800743,LE800743_20190403_258,   ,GL,  ,   ,N,MID, , , ,547
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-19.7,04/03/2019,04/03/2019,MCHLE800743,LE800743_20190403_258,   ,GL,  ,   ,N,MID, , , ,548
CN002,AS00X13F,4200050000,SLAF,   ,B,   ,   ,   ,RMB,23.81,04/03/2019,04/03/2019,MCHLE800747,LE800747_20190403_259,   ,GL,  ,   ,N,MID, , , ,549
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-23.81,04/03/2019,04/03/2019,MCHLE800747,LE800747_20190403_259,   ,GL,  ,   ,N,MID, , , ,550
CN002,AS00X13F,4200050000,SLAF,   ,B,   ,   ,   ,RMB,58.72,04/03/2019,04/03/2019,MCHLE800755,LE800755_20190403_260,   ,GL,  ,   ,N,MID, , , ,551
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-58.72,04/03/2019,04/03/2019,MCHLE800755,LE800755_20190403_260,   ,GL,  ,   ,N,MID, , , ,552
